item_code,item_name,category,uom,predicted_rate,source,last_po_price,last_po_date,erp_rate,live_metal_rate
CU-222-00160,"Copper Wire Ø0.315 MM, Super Enameled 0.052mm (Finished OD=0.367MM), Grade 2",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CU-222-00134,"Copper Wire Ø1.08 MM, Super Enameled 0.1mm (Finished OD=1.18MM)",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CU-222-00121,"Copper Wire Ø2.18 MM, Polyester-amide-imide (Polyamide-imide) 0.1MM, ANSI Type: MW 35, 200°C",CU-222-,KGS,1611.49,costing formula (live metal),1302.0,2026-04-06,,1386.49
CU-222-00410,"Copper Wire, As per IS 13730 | IEC60317 |Part-8 , Class-180, Size: Dia 0.173 Enamelled 0.024 (Finished OD=0.197mm) (37 SWG)",CU-222-,KGS,1611.49,costing formula (live metal),1434.5,2026-01-08,,1386.49
CU-222-00200,"Copper Wire, As per IS 13730 | IEC60317 |Part-8 , Class-180, Size: Dia 0.45 Enamelled 0.06 (Finished OD=0.51mm)",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CU-222-00429,"Copper Wire, As per IS 13730 | IEC60317 |Part-8 , Class-180, Size: Dia 0.559 Enamelled 0.07 (Finished OD=0.629mm) (24 SWG)",CU-222-,KGS,1611.49,costing formula (live metal),1492.0,2026-06-29,,1386.49
CU-222-00440,"Copper Wire, As per IS 13730 | IEC60317 |Part-8 , Class-180, Size: Dia 0.711 Enamelled 0.08 (Finished OD=0.791mm) (22 SWG)",CU-222-,KGS,1539.97,recent PO (age-weighted),1569.04,2026-07-25,,1386.49
CU-222-00402,"Copper Wire, As per IS 13730 | IEC60317 |Part-8 , Class-180, Size: Dia 0.82 Enamelled 0.05 (Finished OD=0.87mm)",CU-222-,KGS,1540.0,recent PO (age-weighted),1540.0,2026-06-11,,1386.49
CU-222-00390,"Copper Wire, As per IS 13730 | IEC60317 |Part-8 , Class-180, Size: Dia 1 Enamelled 0.08 (Finished OD=1.08mm)",CU-222-,KGS,1611.49,costing formula (live metal),,,,1386.49
CU-222-00262,"Copper Wire, As per IS 13730 | IEC60317 |Part-8 , Class-180, Size: Dia 1.2 Enamelled 0.12 (Finished OD=1.32mm)",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CU-222-00409,"Copper Wire, As per IS 13730 | IEC60317 |Part-8 , Class-180, Size: Dia 1.219 Enamelled 0.066 (Finished OD=1.285mm) (18 SWG)",CU-222-,KGS,1611.49,costing formula (live metal),1380.0,2026-04-11,,1386.49
CU-222-00298,"Copper Wire, As per IS 13730 | IEC60317 |Part-8 , Class-180, Size: Dia 2.33 Enamelled 0.12 ",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
WB-606-00016,Cu Brazing Rod Ø2.5mm with 0% Silver Content,WB-606-,KGS,1494.22,costing formula (live metal),,,0,1386.49
WB-606-00011,Cu Brazing Rod Ø3mm with 0% Silver Content,WB-606-,KGS,1494.22,costing formula (live metal),,,0,1386.49
WB-606-00001,Cu Brazing Rod Ø3mm with 14% Silver Content,WB-606-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00127,"Dual Coated Polyimide-amide Super Enameled Copper Wire, As per IS:13730-Part29- Class-200 (H), Size: Ø2.82 MM, SE-PIA 0.1 MM,Fineshed OD:2.9mm",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CU-222-00180,Enamelled Copper Round Wire 22MP,CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CU-222-00366,Enamelled Copper Wire 16 SWG,CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CMP-444-00439,"FG Corner Section, Class H, Size: 10(H) X 10(W) X 2500 (L) MM",CMP-444-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CMP-444-00449,"FG Corner Section, Class H, Size: 10(H) X 10(W) X 2500 (L) MM, White Colour.",CMP-444-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CMP-444-00434,"FG Corner Section, Class H, Size: 8(H) X 8(W) X 2500 (L) MM",CMP-444-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CMP-444-00415,"FG Dog Bone Sticks,Class H, Size: 12(H) X 16(W) X 2500 (L) MM, Green Colour.",CMP-444-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CMP-444-00438,"FG Dog Bone, Class H, Size: 6(H) X 8(W) X 2500 (L) MM",CMP-444-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CMP-444-00235,"FG Sheet, Grade: GPO3, 3 MM (Thickness), Size: 180(L) x 45(W) x 3(T) mm.",CMP-444-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CMP-444-00435,"FG Sheet, Grade: GPO3, 3 mm(T)",CMP-444-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CC-555-00266,"Limb Core Lamination Strips, Size: 41.5(L) x 80(W),  Grade: M-OH 0.23, Losses: <0.93W/Kg, @1.7T/50Hz, As per drawing no: 5003-B02-01.",CC-555-,KGS,1575.49,costing formula (live metal),,,0,1386.49
WB-606-00025,"Mig Copper Welding Wire, Ø1 mm",WB-606-,KGS,1611.49,costing formula (live metal),1200.0,2026-02-03,,1386.49
INS-666-00239,NPN Class H 0.13(T) X 40(W) mm,INS-666-,KGS,1494.22,costing formula (live metal),,,0,1386.49
INS-666-00109,"NPN, 3 Mil  Class F, 0.08 (T) X 75 (W) mm",INS-666-,KGS,1494.22,costing formula (live metal),,,0,1386.49
INS-666-00221,"NPN, 5mil  Class F, 0.13 (T) X 140 (W) mm",INS-666-,KGS,1494.22,costing formula (live metal),,,0,1386.49
INS-666-00162,"NPN, 5mil  Class F, 0.13 (T) X 330 (W) mm",INS-666-,KGS,1494.22,costing formula (live metal),,,0,1386.49
INS-666-00170,"NPN, 5mil  Class F, 0.13 (T) X 415 (W) mm",INS-666-,KGS,1494.22,costing formula (live metal),,,0,1386.49
INS-666-00227,"NPN, 5mil  Class F, 0.13 (T) X 420 (W) mm",INS-666-,KGS,1494.22,costing formula (live metal),,,0,1386.49
INS-666-00230,"NPN, 5mil  Class H, 0.13 (T) X 315 (W) mm",INS-666-,KGS,1494.22,costing formula (live metal),,,0,1386.49
INS-666-00231,"NPN, 5mil  Class H, 0.13 (T) X 365 (W) mm",INS-666-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00168,"Super Enameled Copper Wire, As per IS:13730-Part29- Class-200 (H), Size: Ø1.016 MM, SE-PIA 0.09 MM , Finished OD:1.106 MM, 19 SWG ",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CC-555-00265,"Yoke Core Lamination Strips, Size: 380(L) x 80(W),  Grade: M-OH 0.23, Losses: <0.93W/Kg, @1.7T/50Hz, As per drawing no: 5003-B01-01.",CC-555-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00327,copper bus bar 30 X 8 mm,CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
PRD-SPL-00537,6MM Mild Steel Link Chain,PRD-SPL-,KGS,105.0,recent PO (age-weighted),105.0,2026-07-28,,62.0
CF-555-00056,"Base Plate, 100 KVA, MS, Size: 390 X 60 X 8 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00052,"Base Plate, 63KVA, MS, Size: 370 X 50 X 8 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00055,"Bottom Channel, 100 KVA, MS ISMC, Size: 1045 X 100 X 50 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00046,"Bottom Channel, 25 KVA, MS ISMC, Size: 765 X 75 X 40 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00050,"Bottom Channel, 63 KVA, MS ISMC, Size: 960 X 75 X 40 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00126,"CRNO Lamination Strips, Type 16 CRNO 0.5 mm ",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00124,"CRNO Lamination Strips, Type 3 CRNO 0.35 mm ",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00125,"CRNO Lamination Strips, Type 33 CRNO 0.5 mm ",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00203,"CRNO Lamination-1 Strips, Size: 125(L) X 70(W), Hole: Ø14MM, Grade: 0.25MM, CRNO-Max Core Loss 0.83 W/Kg@1.5 T, 50Hz.",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00037,"CRNO Lamination-1, Grade: M250-35A, 0.35MM, Strip Size: 115(L) X 50(W), SH  1PLX, Hole: Ø11MM  Max Core Loss 2.5 W/Kg@1.5 T, 50Hz ",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00204,"CRNO Lamination-2 Strips, Size: 290(L) X 70(W), Hole: Ø14MM, Grade: 0.25MM, CRNO-Max Core Loss 0.83 W/Kg@1.5 T, 50Hz.",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00051,"CRNO Lamination-2, Grade: M250-35A, 0.35MM,Strip Size: 180(L) X 50(W),  MH  1PLX, Hole: Ø11MM Max Core Loss 2.5 W/Kg@1.5 T, 50Hz ",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00205,"CRNO Lamination-3 Strips, Size: 180(L) X 70(W), Hole: Ø14MM, Grade: 0.25MM, CRNO-Max Core Loss 0.83 W/Kg@1.5 T, 50Hz.",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00052,"CRNO Lamination-3, Grade: M250-35A, 0.35MM,Strip Size: 225(L) X 50(W),  SH  1PLX, Hole: Ø11MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz ",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00462,"Core E & I Lamination, 1 - Phase, Type 120, CRNO Grade : M250-35A, 0.35(T)mm, Max Core Loss <2.7W/Kg@1.5T, 50Hz, As Per Drawing No : 2037-00-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,,62.0
CC-555-00461,"Core E & I Lamination, 1 - Phase, Type 43, CRNO Grade : M250-35A, 0.35(T)mm, Max Core Loss <2.7W/Kg@1.5T, 50Hz, As Per Drawing No : 2023-07-00-02",CC-555-,KGS,135.0,recent PO (age-weighted),135.0,2026-06-18,,62.0
CC-555-00318,"Core E & I Lamination, 3 - Phase, Type 200, CRNO Grade : M210-35A, 0.35mm, Max Core Loss <2.1 W/Kg@1.5T, 50Hz, As Per Drawing No : 2012-15-00-02",CC-555-,KGS,155.0,recent PO (age-weighted),155.0,2026-07-30,0,62.0
CC-555-00472,"Core E & I Lamination, 3 - Phase, Type 43 TP, CRNO Grade : M210-35A, 0.35mm, Max Core Loss <2.1 W/Kg@1.5T, 50Hz, As Per Drawing No : 2036-03-00-02",CC-555-,KGS,147.0,recent PO (age-weighted),147.0,2026-08-05,,62.0
CC-555-00460,"Core E & I Lamination, 3 - Phase, Type 8B TP, CRNO Grade : M250-35A, 0.35(T)mm, Max Core Loss <2.7W/Kg@1.5T, 50Hz, As Per Drawing No : 2025-02-00-02",CC-555-,KGS,170.0,recent PO (age-weighted),170.0,2026-06-18,,62.0
CC-555-00459,"Core E & I Lamination, 3 - Phase, Type 8B TP, CRNO Grade : M250-35A, 0.35(T)mm, Max Core Loss <2.7W/Kg@1.5T, 50Hz, As Per Drawing No : 2025-03-00-02",CC-555-,KGS,168.87,recent PO (age-weighted),168.0,2026-07-21,,62.0
CC-555-00291,"Core E Lamination 1Ph Type 300, CRNO Grade: M210-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As per drawing No: 2021-07-B01-01",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00319,"Core E Lamination Strips 1PH TY 180 (RC2016-01), CRNO Grade: 0.25MM, Max Core Loss 2.1 W/Kg@1.5 T, 50Hz, As per drawing No: 2016-01-01-04.",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00332,"Core E Lamination Strips 1PH TY 180,  CRNO Grade: M360, 0.5 (T) MM, Max Core Loss 3.6 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00334,"Core E&I Lamination 3 - Ph Type 150, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As per Drawaing No :  2026-00-02.",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00074,"Core E&I Lamination Strips 1PH TY 180 (RC2016-01), CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00163,"Core E&I Lamination Strips 1PH TY EI-133.2 CRNO Grade: M310, 0.5mm(T) , Max Core Loss 3.1 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00213,"Core E&I Lamination Strips 1PH TY120, CRNO Grade: M360, 0.35 (T) MM, Max Core Loss 3.6 W/Kg@1.5 T, 50Hz ",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00212,"Core E&I Lamination Strips 1PH TY120, CRNO Grade: M360, 0.5 (T) MM, Max Core Loss 3.6 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00075,"Core E&I Lamination Strips 1PH TY15 (RC2017-01) CRNO Grade: M310-50A, 0.5MM, Max Core Loss 3.1 W/Kg@1.5 T, 50Hz as per drg.No:2017-01-00-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00329,"Core E&I Lamination Strips 1PH TY180, CRNO Grade: M360, 0.5 (T) MM, Max Core Loss 3.6 W/Kg@1.5 T, 50Hz.",CC-555-,KGS,125.0,recent PO (age-weighted),125.0,2025-09-29,0,62.0
CC-555-00076,"Core E&I Lamination Strips 1PH TY33 (RC2017-02) CRNO Grade: M310-50A, 0.5MM, Max Core Loss 3.1 W/Kg@1.5 T, 50Hz as per drawing No:2017-02-00-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00038,"Core E&I Lamination Strips 1PH TY43 (RC2012-05), CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.2 W/Kg@1.5 T, 50Hz",CC-555-,KGS,135.0,recent PO (age-weighted),135.0,2026-01-28,0,62.0
CC-555-00066,"Core E&I Lamination Strips 1PH TY43 (RC2012-06 & 07), CRNO Grade: M310-50A, 0.5MM, Max Core Loss 3.1 W/Kg@1.5 T, 50Hz",CC-555-,KGS,124.0,recent PO (age-weighted),124.0,2026-03-10,0,62.0
CC-555-00053,"Core E&I Lamination Strips 1PH TY43 (RC5007-00), CRNO Grade: 50C600, 0.5MM, Max Core Loss 4.9 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00158,"Core E&I Lamination Strips 1PH TY43, CRNO Grade: M360, 0.5 (T) MM, Max Core Loss 3.6 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00077,"Core E&I Lamination Strips 3PH Type 43TP (RC2012-04-02) CRNO Grade: M310- 0.5MM, Max Core Loss 3.1 W/Kg@1.5 T, 50Hz as per drawing No:2014-04-02-04",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00113,"Core E&I Lamination TY3, 1PH M350 0.5 Thick CRNO,  Max Core Loss 3.5 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00162,"Core E&I Lamination TY3, 1PH M360 0.5 Thick CRNO,  Max Core Loss 3.6 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00287,"Core I Lamination 1Ph Type 300, CRNO Grade: M210-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As per drawing No: 2021-07-B02-01",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00320,"Core I Lamination Strips 1PH TY 180 (RC2016-01), CRNO Grade: 0.25MM, Max Core Loss 2.1 W/Kg@1.5 T, 50Hz, As per drawing No: 2016-01-01-04.",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00333,"Core I Lamination Strips 1PH TY 180,  CRNO Grade: M360, 0.5 (T) MM, Max Core Loss 3.6 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00322,"Core Lamination 1 Size: 135(L) X 45(W), CRNO Grade: M210-35A, 0.35MM, Max Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per drawing No: 2012-10-00-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00339,"Core Lamination 1, Size : 240(L) x 80(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As Per Drawing No : 2023-05-B01-02",CC-555-,KGS,128.5,recent PO (age-weighted),128.5,2025-10-30,,62.0
CC-555-00463,"Core Lamination 1, Size : 250(L) x 60(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.5W/Kg@1.5T, 50Hz, As Per Drawing No : 2027-01-B01-02",CC-555-,KGS,135.0,recent PO (age-weighted),135.0,2026-07-01,,62.0
CC-555-00336,"Core Lamination 1, Size : 280(L) x 70(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As Per Drawing No : 2023-04-B01-02",CC-555-,KGS,128.5,recent PO (age-weighted),128.5,2025-10-30,0,62.0
CC-555-00323,"Core Lamination 2 Size: 145(L) X 45(W), CRNO Grade: M210-35A, 0.35MM, Max Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per drawing No: 2012-10-00-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00351,"Core Lamination 2, Size : 120(L) x 60(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As per Drawing No : 2023-03-B02-02",CC-555-,KGS,128.5,recent PO (age-weighted),128.5,2025-10-30,0,62.0
CC-555-00335,"Core Lamination 2, Size : 210(L) x 70(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As Per Drawing No : 2023-04-B02-02",CC-555-,KGS,128.5,recent PO (age-weighted),128.5,2025-10-30,0,62.0
CC-555-00340,"Core Lamination 2, Size : 320(L) x 80(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As Per Drawing No : 2023-05-B02-02",CC-555-,KGS,128.5,recent PO (age-weighted),128.5,2025-10-30,,62.0
CC-555-00464,"Core Lamination 2, Size : 440(L) x 60(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.5W/Kg@1.5T, 50Hz, As Per Drawing No : 2027-01-B02-02",CC-555-,KGS,135.0,recent PO (age-weighted),135.0,2026-07-01,,62.0
CC-555-00324,"Core Lamination 3 Size: 90(L) X 45(W), CRNO Grade: M210-35A, 0.35MM, Max Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per drawing No: 2012-10-00-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00337,"Core Lamination 3, Size : 140(L) x 70(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As Per Drawing No : 2023-04-B03-02",CC-555-,KGS,128.5,recent PO (age-weighted),128.5,2025-10-30,0,62.0
CC-555-00352,"Core Lamination 3, Size : 180(L) X 60(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As per Drawing No : 2023-03-B03-02",CC-555-,KGS,128.5,recent PO (age-weighted),128.5,2025-10-30,0,62.0
CC-555-00465,"Core Lamination 3, Size : 290(L) x 60(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.5W/Kg@1.5T, 50Hz, As Per Drawing No : 2027-01-B03-02",CC-555-,KGS,135.0,recent PO (age-weighted),135.0,2026-07-01,,62.0
CC-555-00435,"Core Lamination Size: 60(W), Grade:CRNO,50C470, Coating C5L/C3L, 0.5thk MM, Max Core Loss 4.7 W/Kg@1.5 T,50Hz",CC-555-,KGS,90.25,recent PO (age-weighted),90.25,2026-03-27,,62.0
CC-555-00476,"Core Lamination Strips-1, Size : 195(L) x 85(W), Grade : CRNO, M250-35A, 0.35(T) mm, Max Core Loss : 2.7W/kg@1.5T, 50Hz, As Per Drawing No : 2035-04-B01-02",CC-555-,KGS,140.0,recent PO (age-weighted),140.0,2026-08-12,,62.0
CC-555-00477,"Core Lamination Strips-2, Size : 305(L) x 85(W), Grade : CRNO, M250-35A, 0.35(T) mm, Max Core Loss : 2.7W/kg@1.5T, 50Hz, As Per Drawing No : 2035-04-B02-02",CC-555-,KGS,140.0,recent PO (age-weighted),140.0,2026-08-12,,62.0
CC-555-00478,"Core Lamination Strips-3, Size : 430(L) x 85(W), Grade : CRNO, M250-35A, 0.35(T) mm, Max Core Loss : 2.7W/kg@1.5T, 50Hz, As Per Drawing No : 2035-04-B03-02",CC-555-,KGS,140.0,recent PO (age-weighted),140.0,2026-08-12,,62.0
CC-555-00114,"Lamination 1, Size:105 (L) x 40 (W) x 0.5 (T)  CRNO , Grade:360, Max 3.6W/kg @ 1.5T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00127,"Lamination 1, Size:115 (L) x 50 (W) x 0.5 (T)  CRNO , Grade:360, Max 3.6W/kg @ 1.5T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00118,"Lamination 1, Size:120 (L) x 50 (W) x 0.5 (T)  CRNO , Grade:360, Max 3.6W/kg @ 1.5T, 50Hz",CC-555-,KGS,96.0,recent PO (age-weighted),96.0,2026-02-03,0,62.0
CC-555-00115,"Lamination 2, Size:200 (L) x 40 (W) x 0.5 (T)  CRNO , Grade:360, Max 3.6W/kg @ 1.5T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00119,"Lamination 2, Size:210 (L) x 50 (W) x 0.5 (T)  CRNO , Grade:360, Max 3.6W/kg @ 1.5T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00128,"Lamination 2, Size:230 (L) x 50 (W) x 0.5 (T)  CRNO , Grade:360, Max 3.6W/kg @ 1.5T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00116,"Lamination 3, Size:170 (L) x 40 (W) x 0.5 (T)  CRNO , Grade:360, Max 3.6W/kg @ 1.5T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00129,"Lamination 3, Size:180(L) x 50 (W) x 0.5 (T)  CRNO , Grade:360, Max 3.6W/kg @ 1.5T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00120,"Lamination 3, Size:190 (L) x 50 (W) x 0.5 (T)  CRNO , Grade:360, Max 3.6W/kg @ 1.5T, 50Hz",CC-555-,KGS,96.0,recent PO (age-weighted),96.0,2026-02-03,0,62.0
CC-555-00345,"Limb Core Lamination Strips, Size: 50(L) X 40(W), Grade: CRNO 0.35 thk MM, Max Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per drawing No: 5019-01-00-02",CC-555-,KGS,130.0,recent PO (age-weighted),130.0,27/06/2025,0,62.0
CC-555-00405,"Limb Core Lamination Strips, Size: 51(L) x 45(W),  Grade: CRNO, M250-35A, 0.35MM, Core Loss <2.1 W/Kg@1.5 T, 50Hz, As Per Drawing No: 5005-03-B02-02",CC-555-,KGS,130.0,recent PO (age-weighted),130.0,2025-12-16,,62.0
CC-555-00330,"Limb Core Lamination Strips, Size: 53(L) X 40(W), Grade: CRNO 0.35 thk MM, Max Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per drawing No: 5019-00-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00062,"Limb Core Lamination Strips, Size: 68(L) X 50(W), Grade: CRNO, M310, 0.5MM, Max Core Loss 3.1 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00170,"Limb Core Lamination Strips, Size: 75(L) X 70(W), Grade: CRNO, 0.25MM, Max Core Loss 0.83 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00467,"Limb Core Lamination, Size : 30(L) x 60(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.5W/Kg@1.5T, 50Hz, As Per Drawing No : 2027-01-B02-03",CC-555-,KGS,135.0,recent PO (age-weighted),135.0,2026-07-01,,62.0
CC-555-00437,"Limb Core Lamination, Size : 44(L) x 50(W)mm, CRNO Grade : 0.35mm, Max Core Loss 2.7W/kg@1.5T, 50Hz, As Per Drawing No : 5014-09-B02-02",CC-555-,KGS,132.0,recent PO (age-weighted),132.0,2026-04-07,,62.0
CC-555-00480,"Limb Core Lamination, Size : 44(L) x 65(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.7W/Kg@1.5T, 50Hz, As Per Drawing No : 5018-02-B02-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,,62.0
CC-555-00482,"Limb Core Lamination, Size : 45(L) x 80(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.7W/Kg@1.5T, 50Hz, As Per Drawing No : 5023-B02-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,,62.0
CC-555-00441,"Limb Core Lamination, Size : 59(L) x 50(W)mm, CRNO Grade : 0.35mm, Max Core Loss : 2.7W/kg@1.5T, 50Hz, As Per Drawing No : 5014-11-B02-02",CC-555-,KGS,132.0,recent PO (age-weighted),132.0,2026-04-07,,62.0
CC-555-00168,"Limb Core Size : 46(L) x 55(W),  CRNO 0.35 mm Thick , Core Loss : < 1.3 W / Kg @ 1.5 T 50Hz,  Grade: CRNO, As Per Drawing No : 5011-04-00-02.",CC-555-,KGS,126.21,recent PO (age-weighted),125.0,2026-02-10,0,62.0
CC-555-00209,"Limb core  56(L) x 85(W) CRNO 0.35 mm Thick , CORE LOSS : MAX 1.2 W / Kg @ 1.5 T 50Hz,  Grade: CRNO, 25C1500, as per drawing.",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00051,"Locking Angle, 25 KVA, MS ISMC, Size: 170 X 50 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00204,"Locking Angle, MS, Size: 234(L) X 50/50(W) X 5(T) mm, as per dwg: 4007-00-12",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00261,"MS Core Foot 250 KVA, Size: 400(L) X60(W) X16(T) MM as per draiwng no:3007-00-00-06",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
PRD-SPL-00290,"MS Pallet, (6mm sheet - 60 x 1000 mm), (6mm sheet - 100 x 1000 mm), (8mm sheet - 80 x 1000 mm),",PRD-SPL-,KGS,62.0,metal benchmark (indicative),,,0,62.0
PKG-000-00051,MS Patti Packing Roll,PKG-000-,KGS,62.0,metal benchmark (indicative),,,0,62.0
